1	Acidobacteria
2	Actinobacteria
3	Aquificae
4	Bacteroidetes
5	Caldiserica
6	Chlamydiae
7	Chlorobi
8	Chloroflexi
9	Chrysiogenetes
10	Cyanobacteria
11	Deferribacteres
12	Deinococcus
13	Dictyoglomi
14	Elusimicrobia
15	Fibrobacteres
16	Firmicutes
17	Fusobacteria
18	Gemmatimonadetes
19	Lentisphaerae
20	Nitrospira
21	Planctomycetes
22	Proteobacteria
23	Spirochaetes
24	Synergistetes
25	Tenericutes
26	Thermodesulfobacteria
27	Thermomicrobia
28	Thermotogae
29	Verrucomicrobia
